Unnamed: 0,name,ingredients,instructions,preparation_time,cooking_time,total_time,image_url,source
105,"Fazuelos, Moroccan pastries",Flour (500 g) - Baking powder (1 packet (s)) - Salt (1 pinch (s)) - Powdered sugar (1 tsp) - egg (s) (4) - peanut oil (4C. tablespoons) - water (3 tsp) - oil for frying () - sugar (500 g) - lemon juice (1 net) - honey (1 tsp),"For this recipe it would be more practical to be able to use a dough machine, otherwise you will have to extend the dough with a rolling roller.
- In the bowl of a kitchen robot or in a bowl put the flour mixed with the yeast then the salt and the sweet make a well and break the eggs in the center, pour the oil and the water.
- Knead or mix until you get a flexible and homogenered paste if the dough is too soft, add a little flour.
- Roll the dough in a large shift cut it with a knife in 12 slices Low with a roller.
- Pass these slices 2 to 3 times to the machine to the highest number or use a rolling pin.
- Place the bangs of pasta on a floured cloth.Let stand for 10 min.
- Take back each strip and return to the machine at the smallest number, you will get longer and thinner strips.With a rolling pin try to get these same thin strips.
- Cut out strips of the strips 30 cm long by 5 to 6 cm wide.Place them on a floured cloth.
- Prepare a syrup with the sugar, wet with a glass of water, honey and lemon juice.Stir until it becomes transparent, it should especially not take color, reserve.
- Heat the oil in a skillet.Bring a long fork to two teeth and wooden handle, like a barbecue fork.
- Take a strip of dough hold a hand by hand the furthest tip above the oil will immerse in hot oil.As soon as small blisters appear on the dough, slide the fork and wedge the piece of dough between the 2 teeth of the fork.
- Start turning the fork to wrap the fried dough as it climbs, when the whole strip is rolled up around the fork, drain it on absorbent paper.
- Repeat the operation for each banded hold the frying over medium heat because the dough must remain white.
- At the end of cooking, reheat the syrup and dip each strip roll in the shuddering syrup.Quickly proceed to prevent the syrup from becoming too sticky.
- Place the cakes on the serving dish.",20,40,60,https://img.cuisineaz.com/660x660/2017/06/22/i130296-les-fazuelos-patisseries-marocaines.jpeg,https://www.cuisineaz.com/
106,Gazelle horn at peanut,Flour (250 g) - soft butter (125 g) - orange blossom water (75 ml) - salt (1 pinch (s)) - Cacahuète (s) (s) (200 g) - peanut (s) (s)(50) - soft butter (40 g) - powdered sugar (125 g) - orange blossom water (25 ml) - Vanilla powder (1 tsp) - water (2 glass (s)) -Sugar (2 glass (s)) - Orange blossom water (1 glass (s)),"The dough: In a bowl, mix the flours, butter, salt and orange blossom water.Knead to obtain a flexible paste that does not stick.If the dough is too dry, add a little orange blossom water.If it sticks too much, add rice flour.
- The stuffing: In another bowl, mix the peanuts powder, crushed peanuts, the rest of the soft butter and powdered sugar.Add 25 ml of orange blossom water and vanilla.Mix by hand to get a farce.
- Shaping: Divide the dough into 4 equal balls.Lightly flour the worktop.Take the first ball and spread it as finely as possible.Using a cup or cookie cutter, detail pasta records.Place in their middle a pudding of peanuts.Close the disc to get a sausage that you come to bend slightly with your fingers.Be careful to weld the edges well.Thus proceed with all the dough by reusing the falls each time.
- Cooking: Place the gazelle horns on a parchment paper, on the baking sheet.Bake for 15 min in the oven at 200 ° C.Gazelle horns should not brown.Let them cool.
- Meanwhile, prepare a syrup: mix the water, orange blossom and sugar in a saucepan.Cook over low heat, stirring.",10,25,35,https://img.cuisineaz.com/660x660/2022/02/18/i182965-corne-de-gazelle-a-la-cacahuete.jpeg,https://www.cuisineaz.com/
107,Lamb tagine with green beans,Lamb shoulder (5 pieces (x)) - pink beans (1 kg) - Tomato (s) Pelée (s) (2) - onion (s) (2) - Cinnamon (1 tsp) - Ginger (2 tbsp) - coriander (1 tbsp) - tomato coulis (20 cl) - Oil (2 tablespoons),"In a casserole dish, pour the oil, the previously minced onions and the lamb.Let come back 5 to 10 min until coloring.Wet with a little water so as not to grill the onions.
- Then pour hot water over the meat so as to cover it.Sprinkle with cinnamon and ginger.Cover and cook for about 40 to 45 min.
- Prepare the green beans by cleaning them and steam them.
- At the end of the 45 min of cooking the meat, open the casserole dish and incorporate the green beans, the tomatoes peeled in pieces, the chopped coriander (about 1 tsp) and the tomato concentrate.Close the casserole dish for another 15 min, making sure that there is still enough water.
- Finally, reduce the open casserole sauce, it's ready!",25,35,60,https://img.cuisineaz.com/660x660/2022/03/03/i183090-tajine-d-agneau-aux-haricots-verts.jpeg,https://www.cuisineaz.com/
108,Moroccan lamb jacket,Lamb breast (1 piece (x)) - To correct (1 glass (s)) - Tomato (s) Pelée (s) (3) - Onion (s) (10) - Lemon (s) (1) -Mint (1 bouquet (s)) - Laurel leaf (s) (1) - thym (1 twig) - flour (1 tsp) - Oil (4 tsp) - butter (2 tbsp.) - Salt pepper ( ),"Put half oil and butter in a frying pan.Brown the pieces of meat.
- Peel the onions.Skip them in a pan with the rest of the butter and the oil.They have to brown slowly.
- When the pieces of meat are golden brown, add the tomatoes cut in neighborhood, salt, pepper and golden onions.
- Sprinkle with a c.flour, let a little tie before wet with the hot broth and raise it with a bouquet garni.
- Cover and simmer for 1 hour 30 minutes. At the last moment, cut the lemon in half.Press one of the halves and add her juice to the contents of the pan.
- Peel the other half lifting and cut the flesh into small pieces that you will add to the rest or they will just have to heat but not cook.
- When serving, add a few chopped and unarmed mint leaves.",30,45,75,https://img.cuisineaz.com/660x660/2017/06/22/i129388-saute-d-agneau-a-la-marocaine.jpeg,https://www.cuisineaz.com/
109,Moroccan paella,Shrimp (s) (0.5 kg) - Chicken (0.5) - Rice (0.5 kg) - Petits (0.5 kg) - Crushed tomato (0.5 kg) - Green pepper (s) (s) (s) (s)s) (1) - Red pepper (s) (s) (1) - Pepper (1) - Oignon (s) (2) - Garlic (8 pod) - Laurel (2 sheets) - Parsley (1 bouquet(s)) - Table oil (1 glass (s)) - food coloring () - Pepper salt (),"Decort the shrimp, cook the carcasses in salted water, filter to obtain a shrimp broth.
- In a Dutch oven, pour 1/2 glass of oil, add 1 chopped onion, the chicken cut into pieces, the chopped parsley, 1 bay leaf, salt, pepper and coloring and cook for 30 min.
- In a pan, pour 1/2 glass of oil, brown 1 sliced onion, the peppers cut into strips, add the crushed tomatoes, peas, bay leaf, chopped parsley, chopped garlic andDecortic shrimps, salt and pepper and cook for 10 min.
- Preheat the Th.6 oven (180 ° C).
- Add the rice and the food coloring, mix everything well.
- Add the cooked chicken with the sauce to this device and sprinkle with the shrimp broth and water and cook over low heat.
- Pour into a dish, decorate with large shrimps and bake for 20 min.
- Serve decorated with lemon quarters.",15,20,35,https://img.cuisineaz.com/660x660/2023/05/23/i193838-paella-a-la-marocaine.jpg,https://www.cuisineaz.com/
110,Cookeo pork tagine,Sautéé de Porc (800 g) - Carrot (s) (4) - Apple (s) of earth (5) - onion (s) (2) - Poultry broth (1 cube (s)) - Water (20 cl)- RAS -EL -HANOUT (4 tsp) - Thym (1 bit (s)) - Olive oil (4 tbsp),"Peel and chop the onion.Peel and cut the carrots and potatoes into pieces.
- Launch your Cookeo in ""brown"" mode and pour the olive oil into the tank.Brown the pork pieces with the onion for 5 min.Stir from time to time to properly grasp all faces.
- Add the carrots, the potatoes and brown for an additional 2 min.
- Pour the water on the preparation.Then add the ras el hanout, the chopped poultry bouillon cube and the thyme.
- Program cooking under pressure for 30 min.It's ready !",25,30,55,https://img.cuisineaz.com/660x660/2022/05/18/i183859-tajine-de-porc-au-cookeo.jpeg,https://www.cuisineaz.com/
111,"Lamb Côtes marinated with lemon, Moroccan way",Ail (2 clove (s)) - Lemon (s) (s) (2) - Côte (s) d'Agneau (8) - Fresh parsley (0.5 bouquet (s)) - Olive oil (2c.,"Place your lamb chops in a bowl.Salt them and pepper them slightly on all their faces.
-Rinse the lemons, cut them in half then press them in a bowl to collect the juice.
- Water the lamb ribs with the lemon juice then add the olive oil.Mix and reserve covered.
- Peel the garlic cloves then cut them into thin rings.Wash, dry thoroughly and finely chop the flat parsley.
- Add the garlic rings and the chopped parsley in the bowl containing the ribs of lamb.Mix well so that the lamb coasts are well coated.Cover your bowl with cellophane and let the meat marinate for 5 to 6 a.m., cool, stirring it regularly.
-Carefully drain the lamb coasts then cook them on the barbecue, on a gate, for 7 to 8 min, turning them halfway through cooking.If necessary, keep them warm in a dish under a sheet of aluminum foil.
- Serve immediately and taste your lamb ribs marinated with very hot Moroccan lemon.",20,35,55,https://img.cuisineaz.com/660x660/2017/02/06/i120451-cotes-d-agneau-marinees-au-citron-facon-marocaine.jpeg,https://www.cuisineaz.com/
112,Moroccan stuffed artichokes,Artichoke (8) - chopped sheep (100 g) - egg (s) (1) - chopped garlic (1 clove (s)) - chopped onion (s) (1) - Olives Noires called (s) (8) - Bread crumb (30 g) - tomato (s) (1 tsp) - lemon juice (1) - olive oil (4 tsp) - Pepper salt (),"Preheat the oven Th.6 (180 ° C).
- Clean the artichokes by rid them of the tough leaves and cover them with tangy water with lemon juice.
- Mix the minced meat with the bread, beaten egg, garlic, onion, olives and tomato puree.Season.Drain the artichokes and stuff them with the mince.
- Place them in an oiled dish and bake for 1/2 hour by wetting them from time to time with a little water.Remove from the oven, arrange in a dish and serve.",30,40,70,https://img.cuisineaz.com/660x660/2015/06/03/i113097-artichauts-farcis-a-la-marocaine.jpg,https://www.cuisineaz.com/
113,Spicy spicy spicy skewers,White (s) of turkey (8) - Green pepper (s) (2) - Tomato (s) (4) - Olive oil () - Provence herbs () - Persil () - Coriander ()- Paprika () - Strong pepper (s) () - Pepper salt (),"On a kitchen board, place your turkey whites and cut them into squares of about 3 x 3 cm.
- Take a terrine, pour olive oil.Then sprinkle with coriander, paprika and 1 pinch of strong pepper.
- Salt, then pepper.
- Sprinkle with Provence herbs, and parsley.
- Mix everything carefully.
- Then add your turkey cubes, then mix and let them macerate in the marinade.
- Take this time to wash your vegetables.
- Then slice the peppers and tomatoes in half then, seed them.
- Also cut them into cubes like turkey whites.
- Start punching.
- On spikes for skewers, plug 1 piece of tomato, followed by 2 pieces of turkey, then 1 piece of pepper, then 2 pieces of turkey, and finish with 1 piece of tomato.
- Danger as many spikes as the ingredients allow it.
- Then cook your skewers at the grill.",15,25,40,https://img.cuisineaz.com/660x660/2015/06/03/i87549-brochettes-de-dinde-epicees-a-la-marocaine.jpg,https://www.cuisineaz.com/
114,Cooko monkfish tagine,"Lotte (600 g) - Carrot (s) (200 g) - garlic (1 pod) - tomato puree (55 cl) - Green olives (20 g) - Olive oil (2 tbsp) -Vegetables (1 cube (s)) - Turmeric (1 tsp) - Paprika (2 tbsp) - Salt, pepper ()","Peel and cut the garlic and carrots into small pieces.Cut the monkfish into pieces.
- Launch your Cookeo in ""brown"" mode and pour the olive oil into the tank.Brown the garlic for 1 min, stirring.
- Add the cottage pieces, carrots, olives and pour the tomato puree.Gently stir.
- Add the turmeric, the paprika, the ras el hanout, the cube of crumbled vegetable broth, salt, pepper and launch pressure cooking for 3 min.Serve immediately.",20,30,50,https://img.cuisineaz.com/660x660/2022/05/14/i183712-tajine-de-lotte-au-cookeo.jpeg,https://www.cuisineaz.com/
115,Moroccan ebly,EBLY (200 g) - Onion (s) (1) - Carrot (s) (2) - Cumin powder (2 tbsp) - Raisins (3 tsp) - Orange (s) (1 zest) - Orange juice (1) - Coriander (5 sprig (s)) - Water (0.5 l) - Olive oil (4 tsp) - Pepper salt (),"Peel and chop the onion and carrots.Finely chop the orange zest, press the juice.
- In a skillet, heat the ebly in olive oil for 1 min then add the onion, carrots, zest and orange juice, cumin and raisins.
- Pour the water, salt, pepper, mix and cook over medium heat, without covering, until absorption (about 10 min), stirring from time to time.At the last moment, add the chopped coriander.",25,35,60,https://img.cuisineaz.com/660x660/2013/12/20/i16091-photo-d-ebly-a-la-marocaine.jpeg,https://www.cuisineaz.com/
116,Moroccan soup (Harira),"Chickpeas (0.5 pot (s)) - Lentile (s) (0.5 pot (s)) - onion (s) (1) - Hache beef (250 g) - Fresh coriander () - Tomato concentrate (4 tsp) - Flour (200 g) - salt, pepper () - Oil ()","Brown the meat in the casserole dish with oil, salt, pepper, peeled and chopped onion and chopped coriander.Simmer 5 min.
- Cover with water and close to simmer.Once the meat is well impregnated, add the chickpeas, the lenses and the concentrated tomato, then cook for 10 min without closing the casserole dish.
- Mix the flour well then add it to the casserole dish and cook for 1 min, stirring so that the mixture does not stick.
- Mix and serve.",30,45,75,https://img.cuisineaz.com/660x660/2017/04/17/i125030-soupe-marocaine-harira.jpeg,https://www.cuisineaz.com/
117,From Vegetables Tajine,Veal meat (0.5 kg) - Carrot (s) (0.25 kg) - Earth apple (s) (0.25 kg) - onion (s) (1) - Tomato (s) (1) -Red pepper (s) (s) (1) - Persil (a little) - Olive oil (2 tbsp) - Water (1) - Salt (1 tsp) - Paprika (1 tsp.Coffee) - Turmeric (1 tbsp) - ginger (0.5 tbsp) - black pepper (1 pinch (s)),"At the bottom of a tagine, pour a little olive oil.Place the onion in rings, add the cut meat into small pieces.Leave to color over low heat, without covering, turning the meat.
-Wash the vegetables, peel them and cut them into rings.In a small glass of water, mix the spices and parsley.
- Add all the vegetables to the tagine and pour your spice marinade over it.Cover and cook for 45 min.",15,30,45,https://img.cuisineaz.com/660x660/2022/02/23/i183019-tajine-de-legumes.jpeg,https://www.cuisineaz.com/
118,Lamb Tagine at the quince,Lamb (750 piece (x)) - Quince (750 g) - sugar (50 g) - onion (s) (1) - chopped garlic (1 clove (s)) - flat parsley (1 bouquet (s)) - ginger ginger(0.25 tsp) - RAS El -Hanout (0.25 tsp) - Safran (1 pinch (s)) - Olive oil () - Water (1 glass (s)) - Cinnamon(1 tbsp) - butter (1 nut) - salt (0.5 tsp) - pepper (0.5 tbsp),"Mix the spices, salt, pepper and chopped garlic with the pieces of meat and a little water and let macerate 30 min.
- Put your tagine on the heat, let the meat sweat for a few minutes then add the minced onion and the olive oil and brown everything for 5 min before adding the glass of water and the bouquet.Cover and cook over low heat for 1 hour 30 minutes by checking cooking from time to time.
-Meanwhile, clean the quinces, cut them into 4 or 6 quarters depending on the size, grooves on the skin with the head of a knife and cook them in salted water for 20 min, quincesmust be almost tender.Then place them in a pan with the butter, cinnamon, sugar and let caramelize a little by turning the pieces of quince from time to time.
- When the sauce of your tagine has reduced enough and the meat is cooked, turn off the fire and place the caramelized quince districts nicely.",20,40,60,https://img.cuisineaz.com/660x660/2016/04/28/i29628-tajine-d-agneau-aux-coings.jpg,https://www.cuisineaz.com/
