name,ingredients,instructions,preparation_time,cooking_time,,total_time,image_url,source
Feqqas (recette classique),1 Kg de farine50 G de levure boulangère250 G de sucre glace½ verre à thé d’eau de fleur d’oranger1 Verre à thé de beurre fondu4 Cuillères à Soupe de mélange anis vert et graines de sésame5 petits morceaux de gomme d’arabique pilés,"Dans un récipient mettre la levure boulangère avec une pincée de sucre et un peu d’eau tiède. Laissez lever.Dans une terrine, mettre la farine , le beurre fondu, la gomme d’arabique, l’eau de fleur d’oranger, le sucre glace, les graines de sésame, l’anis vert.Mélangez le tout, ensuite ajoutez la levure.Bien pétrir la pâte, formez des bâtonnets fins de l’épaisseur d’un doigt.Couvrir et laissez lever 2 heures dans un endroit chaud.Une fois la pâte levée, mettre dans un four chaud pour une demi cuisson. Retirez avant que la croûte ne dore.Laissez reposer quelques heures, et découpez les bâtonnets en rondelles de 2 à 3 mm d’épaisseur.Disposez sur une plaque et remettre au four pour dorer.Conservez dans une boîte en fer ou dans le congélateur et dégustez avec un bon thé ou un café.",10 min,10 min,,20 min,,https://www.ptitchef.com//recettes/aperitif/feqqas-recette-classique-fid-708777
"Beignets (chfenj, sfenj)","1 Kg de farine blanche1 Sachet de levure pâtissièreSel50 g de levure boulangère2, 1 oeuf (pour moi)Eau chaudeHuile pour la friture","Dans un récipient mettre la levure boulangère avec une pincée de sucre et un peu d’eau tiède et laissez lever.Dans une terrine, mettre la farine , la levure pâtissière, le sel et les œufs .Bien mélanger le tout, ensuite ajoutez la levure et l’eau chaude petit à petit tout en remuant avec les mains, jusqu'à obtenir une pâte élastique mais pas trop molle.Couvrir et laissez lever 2 heures (cette étape est importante sinon après cuisson les beignets sont un peu durs ça m’est arrivé la 1 ère fois).Une fois la pâte levée, avec vos mains mouillées, façonnez des beignets en prélevant une boule de pâte à la taille d’un gros œuf.Donnez la forme d’un anneau en formant un trou au milieu tout en l’étirant pour l’agrandir (vous pouvez aussi laisser tel quel) .Mettre dans l’huile très chaude et cuire des deux côtés. Laissez quelques minutes sur du papier absorbant.Servir chaud avec un bon thé à la menthe et trempez dans du bon miel bseha wraha.",15 min,15 min,,30 min,https://www.ptitchef.com//imgupl/recipe/beignets-chfenj-sfenj--md-363950p586550.jpg,https://www.ptitchef.com//recettes/aperitif/beignets-chfenj-sfenj-fid-612665
R'ghaifs au four :  le croustillant du feuilleuté !,500 g de farine3 g de levure boulangère1/2 cuillère à café sel1/2 cuillère à café de levure chimiqueeau tiède10 cl d'huile100 g de beurre fondu250 g de viande d'agneau hachée2 carottes râpées2 courgettes râpées2 poivrons verts ou rouges coupés en dés2 cuillère à soupe d'huile d'olive1 oignon émincé1 tomate râpée4 cuillère à soupe de coriandre hachéeSel 1/2 cuillère à café de poivre1/4 de cuillère à café de piment doux1 cuillère à café de cuminpiment fort,"Délayer la levure boulangère dans un peu d'eau tiède.  Tamiser la farine avec la levure chimique et le sel.  Ajouter la levure et la quantité d'eau nécessaire pour obtenir une pâte homogène qu'il faudra pétrir jusqu'à ce qu'elle devienne souple et élastique.Recouvrir la pâte d'un linge propre et laisser lever .Préparation de la farce : Faire revenir dans l'huile d'olive l'oignon et le poivron pendant 5 minutes. Ajouter la tomate râpée, la viande hachée émiettée et laisser cuire en remuant pendant 10 minutes.Ajouter les carottes et les courgettes ainsi que les épices. Laisser mijoter pendant 5 minutes. laisser refroidir.Confection des r'ghaïfs :  Dans un bol mélanger l'huile et le beurre fondu.Diviser la pâte en petites boules à la taille d'un œuf.Prendre 4 boules, les huiler généreusement et les abaisser à la main ou à l'aide d'un rouleau à pâtisserie en pâte fine quasi transparente, Mettre les quartes feuilles de pâte l'une sur l'autre.Garnir le centre avec un peu de farce , replier les côtés pour obtenir un carré farci.Disposer les R'ghaïfs sur une plaque tapissée de papier sulfurisé et enfourner au four préchauffé à 180° pendant 20 à 25 minutes.",15 min,25 min,,40 min,https://www.ptitchef.com//imgupl/recipe/r-ghaifs-au-four-le-croustillant-du-feuilleute--md-213014p332427.jpg,https://www.ptitchef.com//recettes/autre/r-ghaifs-au-four-le-croustillant-du-feuilleute-fid-239266
Tajine de coings au miel,500 g de morceaux de boeuf (bourguignon)2 petits oignons hachés1 gousse d'ail hachée1 cuillère à café de gingembre en poudre1 cuillère à café de curcuma2 pistils de safran1 petit bouquet ficelé de coriandresel & poivre4 coings2 bonnes cuillères à soupe de miel1/2 cuillère à café de cannelle,"Dans une cocotte, faire revenir dans un peu d'huile d'olive pendant 10 min la viande coupée en gros morceaux, les oignons et l'ail hachés.  Mélanger pour que la viande n'accroche pas.Ajouter les épices, le bouquet de coriandre, du sel et du poivre, puis couvrir d'eau. Mettre le couvercle et faire cuire 40 minutes.Laver et peler les coings.  Les couper en quatre.Mettre les quartiers de coings dans une casserole remplie d'eau et laisser cuire environ 30 minutes. Les égoutter.Dans une casserole, mettre le miel, la cannelle et 2 cuillères à soupe de sauce de la viande cuite, laisser fondre le miel et mélanger.Ajouter les coings et les laisser caraméliser 5 minutes en remuant délicatement 1 ou 2 fois pour qu'ils soient tous imprégnés de sauce.Dressez la viande sur le plat de service.  Mettre les coings sur la viande puis les arroser de sauce au miel.",20 min,60 min,,80 min,,https://www.ptitchef.com//recettes/plat/tajine-de-coings-au-miel-fid-160602
Ghoriba au miel au miel,3 oeufs.2 blanc d’oeuf.2 verre de sucre semoule.2 verre d'huile.2 sachet de levure chimique.zeste d'une citron.1 sachet de sucre vanillé.2 c à s de  miel.750 gr de farine blanche.,"Mélanger les œufs, sucre semoule,vanille, huile, zeste de citron et miel puis ajouter la farine.Faire des petites boules ,placer les après sur une plaque de four, faire les dorer aux jaunes d’œufs.Cuire au four préchauffer préalablement, à 180 ° jusqu’à ce que les ghoriba soit bien dorée.",8 min,30 min,,38 min,,https://www.ptitchef.com//recettes/aperitif/ghoriba-au-miel-au-miel-fid-136892
Rfissa (ou ce qui y ressemble...),"du pouletdu persil et de la coriandredes oignons (1 ou 2)des épices : curcuma, colorant, sel et poivre, gingembre, un peu de canellede l'huile et de l'eau2 gousses d'ail","Faire revenir les oignons, ajouter les pilons de poulet et faire revenir un peu avec l'ail écrasé.Ajouter les épices, persil , coriandre, mélanger et couvrir d'eau.Laisser cuire jusqu'à ce que le poulet soit cuit et que la sauce ait un bel aspect.Entre temps,faire vos msemen et les découper grossièrement en petit morceaux.Avant de servir, verser la sauce sur les msemen et poser le poulet dessus.",15 min,20 min,,35 min,,https://www.ptitchef.com//recettes/plat/rfissa-ou-ce-qui-y-ressemble-fid-111237
Boulette de viande haché de sardine,1 kg de sardine4 gousse d'ails hachésCoriandre et persil râpé1 cuillère à café de cumin1 cuillère à café de poivre1 cuillère à café de paprikaselFarine (pour pané),"Bien laver les sardines sous l'eau courante. Enlever les arêtes,retirer la chair, haché les.Dans un bol y ajouter les épices, coriandre et persil râpé et l'ail écrasé.Faire des boulettes du mélange, aplatissez les un peu et mettez ds la farine, faites pareil pour les autres.Faire cuire les boulettes et les servir avec des salades.",20 min,15 min,,35 min,https://www.ptitchef.com//imgupl/recipe/boulette-de-viande-hache-de-sardine--md-115044p170806.jpg,https://www.ptitchef.com//recettes/plat/boulette-de-viande-hache-de-sardine-fid-88242
Le couscous marocain (le vrai royal),4 belles cuisses de poulet1 oignon1 poivron rouge1 cuillère à café de raz el hanout jaune1/2 botte de coriandre2 cuillères à soupe d'huile d'oliveselpoivre1 épaule d'agneau1 yaourt brassé ou bulgareherbes de provencethympiment d'espelettesel800 g de boeuf haché2 oignons2 gousses d'ail1/2 bouquet de persil plat1/2 de coriandre1 branche de menthe1 oeuf1 cuillère à soupe de cuminun peu de farinehuile de fritureselpoivreles merguez16 belles merguezle bouillon8 courgettes moyennes8 navets moyens8 belles carottes( si vous pouvez prenez la carotte des sables)1 botte de céleri branche1 bouquet de persil plat2 grosses tomates( coeur de boeuf si vous pouvez)5 colliers d'agneau2 cubes de kubor2 petites boites de concentré de tomate1 cuillère à soupe de cannelle1 cuillère à soupe de raz el hanout jaune1 cuillère à café de piment douxgros sel1 grosse boite de pois chichehuile d'arachidela semoule1 kg de semoule de couscous (moyenne ou fines)150 g de beurre demi sel (beurre d'isigny)4 c à s de fleur d'oranger2 filet d'huile d'arachideeau bouillante,"Pour qu'il soit manger pour 13 heure. La veille au soir: Coupez les cuisses de poulet en 2. Épluchez et émincez l'oignon le plus finement possible, faite de même pour le poivron. hachez la coriandre. Mettre le tout dans un bol, ajoutez le raz el hanout et l'huile. salez et poivrez, puis mélangez. Versez la préparation sur le poulet et massez le puis filmez le. et direction le frigo jusqu'à demain. Faite désosser et découper en gros cube par votre boucher l'épaule d'agneau, pour vous faire gagner un peu de temps. Mettre les morceaux dans une jatte, ajoutez les restes des ingrédients pour l'agneau. mélangez et filmez, et il va suivre même direction que le poulet.On attaque maintenant les boulettes. Épluchez les oignons , puis les découper en gros morceau. les mettre dans le bol de votre mixeur. Épluchez l'ail puis le dégermer, et ajoute le aux oignons. Puis vient le tour de la coriandre, du persil et de la menthe effeuillé. Mixez le tout, et déposez votre préparation dans une jatte. Ajoutez-y le bœuf haché, le cumin et l’œuf. salez et poivrez. Mélangez bien le tout, vérifier l'assaisonnement. Filmez le tout, le bœuf va rejoindre ses petits camarade au frigo.Le jour du départ: Sortez le bœuf qui a bien macérer tout la nuit, puis formez des boulettes de la taille d'un œuf. Puis les roulez dans la farine. Dans une sauteuse mettre l'huile de friture a chauffer, cuire vos boulettes. Celle-ci une fois cuite, disposer sur plat avec papier absorbant pour retirer l'excédant d'huile. Réservez-les dans un plat allant que l'on fera réchauffer avec un peu de bouillon.Épluchez les carottes, les navets,les courgettes rincez-les et découpez-les en morceaux assez gros. faite de même pour céleri(sans les feuilles). Épluchez les oignons et émincez-les finement. Retirez le pédoncule des tomates, puis coupez les en quartier.Faites chauffer une grande casserole d'eau. Faites revenir les morceaux de viande dans le couscoussier à l'huile d'arachide (très important, il faut de l'arachide et non de l'olive pour cette partie de la recette). Une fois dorés, Égouttez et réservez les morceaux de viande. 7° Faites revenir ensuite les oignons puis les réserver. ensuite vient les tour des carottes, céleri et navets. Puis remettre tout ce petits monde dans le couscoussier, ajouter les tomates, le concentré de tomate, le kub'or émietté, une bonne poignée de persil plat haché, les épices et couvrir d'eau chaude et laisser cuire a feu moyen pendant 1 heure. Après 1 heure de cuisson ajoutez-y les courgettes pour 30 minutes de cuisson. Au bout de 10 minutes rajouter les pois chiches que vous aurez au préalablement rincé a l'eau clair( pour éviter le goût de la boite de conserve, qui n'est pas top!).Préchauffer votre four à 210°(th 7). Puis mettre votre poulet qui bien a macérer dans un plat et le faire cuire 30 minutes. Embrochez les morceaux d'agneau sur les piques et les faire grillées au dernier moment. Faire fondre 100 g beurre demi-sel. Verser dans une grande bassine prévu a cette effet (et rien que cela!!), la semoule de couscous. Puis incorporer le beurre fondu, et mélanger à la main pour chaque grain soit bien enrobé. Laissez gonfler 30 minutes. Puis rouler votre semoule à la main et ajoutez 50 cl d'eau chaude additionner avec 2 cuillères à soupe de fleur d'oranger,puis mélanger laisser gonfler. Rouler encore votre semoule, puis la verser dans haut du couscoussier et la faire cuire 15 minutes.Une fois la première passe faite, versez la semoule dans votre bassine et égrainé à la fourchette pour éviter de vous brûler. Verser encore ma même quantité d'eau additionné de fleur d'oranger et laisser gonfler. Travaillez votre semoule à la fourchette, puis reverser dans le haut du couscoussier et refaire cuire 15 minutes. Pendant ce temps faite griller, les merguez et les brochettes, réchauffer le poulet et les boulettes. la deuxième passe terminer travailler la semoule à la fourchette et parsemer du beurre restant sur la semoule.",120 min,180 min,,300 min,,https://www.ptitchef.com//recettes/plat/le-couscous-marocain-le-vrai-royal-fid-444885
Et maintenant petit déjeuner marocain : crêpes mille trous,200 g de semoule de blé extra fine50 g de farine1 sachet de levure40 cl d'eau froidesel fin,"Mélangez l'eau et la semoule et ajoutez petit à petit la farine puis la levure et le sel.Huilez légèrement une poêle et versez une petite louche pâte au centre de celle ci.Faites cuire vos mini crêpes (de la taille d'un pancake) unilatéralement jusqu'à ce qu'apparaissent les petits trous.Servez avec du miel et du beurre, c'est divin!",15 min,4 min,,19 min,,https://www.ptitchef.com//recettes/autre/et-maintenant-petit-dejeuner-marocain-crepes-mille-trous-fid-335622
Omelette marocaine (Mhemmer),6 oeufs2 grosses pommes de terre2 carottes2 poignées de petits pois congelés1 cuillère à café de persil1 pincée de sel1 pincée de poivre1 cuillère à soupe d'huile d'olive,"Mettre les pommes de terre coupées et épluchées dans un récipient d'eau au micro-ondes, les faire cuire environ 5 a 7 minutes puis les réduire en purée.Faire de même avec les carottes coupées en des et les petits pois pendant environ 4 a 5 minutes.Dans un autre récipient, battre les œufs puis ajouter le sel, le poivre, le persil, la purée de pommes de terre, les carottes et les petits pois.Faire chauffer une poêle anti-adhésive avec l'huile d'olive puis y verser la préparation.Couvrir et laisser cuire a feu très doux environ 30 minutes puis la retourner et la remettre a cuire pendant 10 a 15 minutes.",20 min,60 min,,80 min,,https://www.ptitchef.com//recettes/plat/omelette-marocaine-mhemmer-fid-329944
